TIME,Base,Minor,Rssi
05:52.0,22,53,-79
05:52.0,22,30,-69
05:52.0,22,33,-75
05:52.0,22,54,-68
05:52.0,22,32,-69
05:52.0,22,51,-68
05:52.0,22,35,-75
05:52.0,22,57,-68
05:52.0,22,34,-83
05:52.0,22,59,-69
05:52.0,22,36,-73
05:52.0,22,58,-75
05:52.0,22,42,-60
05:52.0,22,41,-49
05:52.0,22,44,-60
05:52.0,22,22,-54
05:52.0,22,43,-58
05:52.0,22,60,-67
05:52.0,22,40,-68
05:52.0,22,49,-67
05:52.0,22,46,-59
05:52.0,22,45,-57
05:52.0,22,23,-54
05:52.0,22,48,-71
05:52.0,22,26,-53
05:52.0,22,25,-55
05:52.0,22,47,-66
05:52.2,22,30,-70
05:52.2,22,55,-79
05:52.2,22,54,-68
05:52.2,22,32,-69
05:52.2,22,39,-81
05:52.2,22,35,-77
05:52.2,22,34,-79
05:52.2,22,56,-66
05:52.2,22,37,-66
05:52.2,22,59,-68
05:52.2,22,58,-79
05:52.2,22,42,-59
05:52.2,22,41,-51
05:52.2,22,44,-59
05:52.2,22,22,-53
05:52.2,22,60,-68
05:52.2,22,28,-58
05:52.2,22,49,-67
05:52.2,22,29,-65
05:52.2,22,46,-60
05:52.2,22,24,-60
05:52.2,22,45,-56
05:52.2,22,23,-54
05:52.2,22,48,-71
05:52.2,22,26,-53
05:52.2,22,25,-54
05:52.2,22,47,-66
05:52.4,22,53,-75
05:52.4,22,52,-73
05:52.4,22,30,-85
05:52.4,22,32,-68
05:52.4,22,50,-69
05:52.4,22,35,-73
05:52.4,22,34,-81
05:52.4,22,36,-75
05:52.4,22,21,-54
05:52.4,22,60,-68
05:52.4,22,40,-69
05:52.4,22,49,-68
05:52.4,22,29,-68
05:52.4,22,24,-57
05:52.4,22,45,-58
05:52.4,22,23,-52
05:52.4,22,26,-54
05:52.4,22,25,-53
05:52.6,22,53,-73
05:52.6,22,52,-71
05:52.6,22,30,-70
05:52.6,22,54,-67
05:52.6,22,32,-66
05:52.6,22,50,-69
05:52.6,22,39,-75
05:52.6,22,38,-77
05:52.6,22,57,-69
05:52.6,22,56,-69
05:52.6,22,59,-67
05:52.6,22,36,-67
