TIME,Base,Minor,Rssi
46:11.3,55,53,-57
46:11.3,55,30,-69
46:11.3,55,52,-62
46:11.3,55,54,-55
46:11.3,55,50,-60
46:11.3,55,38,-58
46:11.3,55,56,-52
46:11.3,55,59,-53
46:11.3,55,36,-58
46:11.3,55,41,-58
46:11.3,55,22,-68
46:11.3,55,44,-65
46:11.3,55,21,-71
46:11.3,55,24,-70
46:11.3,55,46,-60
46:11.3,55,45,-65
46:11.3,55,47,-67
46:11.5,55,53,-58
46:11.5,55,30,-69
46:11.5,55,52,-60
46:11.5,55,54,-58
46:11.5,55,39,-62
46:11.5,55,38,-56
46:11.5,55,56,-55
46:11.5,55,37,-53
46:11.5,55,58,-53
46:11.5,55,22,-67
46:11.5,55,44,-66
46:11.5,55,43,-68
46:11.5,55,28,-64
46:11.5,55,49,-66
46:11.5,55,27,-65
46:11.5,55,24,-71
46:11.5,55,46,-60
46:11.5,55,47,-65
46:11.7,55,53,-57
46:11.7,55,31,-64
46:11.7,55,33,-67
46:11.7,55,54,-68
46:11.7,55,51,-58
46:11.7,55,50,-58
46:11.7,55,38,-56
46:11.7,55,57,-52
46:11.7,55,35,-55
46:11.7,55,34,-55
46:11.7,55,37,-51
46:11.7,55,36,-57
46:11.7,55,58,-52
46:11.7,55,44,-67
46:11.7,55,43,-66
46:11.7,55,40,-56
46:11.7,55,28,-62
46:11.7,55,49,-66
46:11.7,55,29,-64
46:11.7,55,24,-69
46:11.7,55,46,-59
46:11.7,55,23,-73
46:11.7,55,48,-69
46:11.7,55,26,-66
46:11.7,55,47,-65
46:11.9,55,33,-73
46:11.9,55,55,-54
46:11.9,55,54,-68
46:11.9,55,50,-58
46:11.9,55,39,-59
46:11.9,55,38,-57
46:11.9,55,35,-53
46:11.9,55,56,-51
46:11.9,55,34,-55
46:11.9,55,37,-52
46:11.9,55,59,-54
46:11.9,55,36,-55
46:11.9,55,42,-66
46:11.9,55,41,-58
46:11.9,55,44,-64
46:11.9,55,43,-62
46:11.9,55,28,-62
46:11.9,55,49,-68
46:11.9,55,27,-65
46:11.9,55,29,-62
46:11.9,55,45,-68
46:11.9,55,23,-69
46:11.9,55,48,-68
46:11.9,55,26,-68
46:11.9,55,25,-61
46:12.1,55,53,-57
46:12.1,55,31,-68
46:12.1,55,30,-69
46:12.1,55,52,-62
46:12.1,55,55,-52
46:12.1,55,54,-60
46:12.1,55,51,-57
46:12.1,55,39,-59
46:12.1,55,38,-56
46:12.1,55,57,-56
46:12.1,55,35,-53
46:12.1,55,56,-53
46:12.1,55,34,-53
46:12.1,55,37,-53
46:12.1,55,59,-55
46:12.1,55,36,-57
46:12.1,55,58,-52
46:12.1,55,41,-58
46:12.1,55,44,-64
46:12.1,55,43,-63
46:12.1,55,21,-66
46:12.1,55,60,-60
46:12.1,55,29,-60
46:12.1,55,24,-71
46:12.1,55,46,-61
46:12.1,55,45,-67
46:12.1,55,25,-60
46:12.3,55,53,-60
46:12.3,55,31,-68
46:12.3,55,33,-67
46:12.3,55,55,-47
46:12.3,55,54,-59
46:12.3,55,51,-59
46:12.3,55,59,-55
46:12.3,55,58,-50
46:12.3,55,22,-65
46:12.3,55,43,-66
46:12.3,55,21,-68
46:12.3,55,40,-55
46:12.3,55,49,-65
46:12.3,55,24,-69
46:12.3,55,45,-67
46:12.3,55,23,-68
46:12.3,55,48,-72
46:12.3,55,47,-63
46:12.5,55,53,-58
46:12.5,55,31,-72
46:12.5,55,30,-69
46:12.5,55,52,-60
46:12.5,55,54,-54
46:12.5,55,32,-62
46:12.5,55,38,-54
46:12.5,55,57,-53
46:12.5,55,35,-55
46:12.5,55,34,-54
46:12.5,55,59,-53
46:12.5,55,36,-55
46:12.5,55,41,-60
46:12.5,55,22,-66
46:12.5,55,44,-66
46:12.5,55,43,-62
46:12.5,55,60,-59
46:12.5,55,27,-70
46:12.5,55,29,-62
46:12.5,55,46,-59
46:12.5,55,45,-66
46:12.5,55,23,-67
46:12.5,55,48,-67
46:12.5,55,26,-67
46:12.7,55,31,-69
46:12.7,55,30,-68
46:12.7,55,52,-58
46:12.7,55,55,-47
46:12.7,55,32,-60
46:12.7,55,39,-70
46:12.7,55,35,-54
46:12.7,55,34,-55
46:12.7,55,59,-52
46:12.7,55,36,-59
46:12.7,55,42,-68
46:12.7,55,41,-59
46:12.7,55,60,-64
46:12.7,55,40,-55
46:12.7,55,28,-63
46:12.7,55,49,-65
46:12.7,55,29,-64
46:12.7,55,46,-61
46:12.7,55,45,-64
46:12.7,55,48,-70
46:12.9,55,53,-59
46:12.9,55,31,-67
46:12.9,55,30,-69
46:12.9,55,55,-47
46:12.9,55,51,-60
46:12.9,55,50,-60
46:12.9,55,35,-54
46:12.9,55,34,-54
46:12.9,55,37,-53
46:12.9,55,59,-53
46:12.9,55,58,-56
46:12.9,55,22,-63
46:12.9,55,60,-65
46:12.9,55,40,-56
46:12.9,55,49,-64
46:12.9,55,27,-75
46:12.9,55,29,-62
46:12.9,55,46,-60
46:12.9,55,45,-68
46:12.9,55,48,-69
46:13.1,55,55,-46
46:13.1,55,54,-55
46:13.1,55,51,-56
46:13.1,55,39,-66
46:13.1,55,57,-54
46:13.1,55,35,-55
46:13.1,55,34,-54
46:13.1,55,37,-54
46:13.1,55,59,-53
46:13.1,55,58,-51
46:13.1,55,41,-59
46:13.1,55,22,-65
46:13.1,55,44,-67
46:13.1,55,60,-60
46:13.1,55,40,-55
46:13.1,55,28,-64
46:13.1,55,49,-66
46:13.1,55,46,-60
46:13.1,55,45,-67
46:13.1,55,47,-62
46:13.3,55,53,-58
46:13.3,55,31,-66
46:13.3,55,52,-60
46:13.3,55,33,-74
