TIME,Base,Minor,Rssi
55:16.0,45,30,-57
55:16.0,45,33,-69
55:16.0,45,54,-59
55:16.0,45,50,-71
55:16.0,45,39,-77
55:16.0,45,38,-69
55:16.0,45,57,-67
55:16.0,45,34,-68
55:16.0,45,56,-68
55:16.0,45,59,-68
55:16.0,45,37,-76
55:16.0,45,36,-67
55:16.0,45,41,-58
55:16.0,45,44,-59
55:16.0,45,43,-55
55:16.0,45,21,-59
55:16.0,45,40,-66
55:16.0,45,27,-53
55:16.0,45,29,-57
55:16.0,45,24,-56
55:16.0,45,46,-53
55:16.0,45,23,-51
55:16.0,45,26,-51
55:16.0,45,25,-54
55:16.2,45,53,-67
55:16.2,45,30,-57
55:16.2,45,52,-62
55:16.2,45,55,-68
55:16.2,45,32,-55
55:16.2,45,51,-56
55:16.2,45,50,-74
55:16.2,45,38,-69
55:16.2,45,57,-68
55:16.2,45,56,-68
55:16.2,45,37,-75
55:16.2,45,36,-70
55:16.2,45,58,-68
55:16.2,45,42,-71
55:16.2,45,41,-58
55:16.2,45,22,-63
55:16.2,45,21,-54
55:16.2,45,60,-66
55:16.2,45,40,-66
55:16.2,45,28,-57
55:16.2,45,27,-53
55:16.2,45,49,-60
55:16.2,45,29,-60
55:16.2,45,24,-55
55:16.2,45,26,-56
55:16.2,45,25,-57
55:16.2,45,47,-47
55:16.4,45,53,-67
55:16.4,45,52,-61
55:16.4,45,32,-57
55:16.4,45,38,-68
55:16.4,45,57,-69
55:16.4,45,56,-65
55:16.4,45,42,-58
55:16.4,45,41,-53
55:16.4,45,44,-64
55:16.4,45,22,-64
55:16.4,45,21,-54
55:16.4,45,60,-69
55:16.4,45,28,-56
55:16.4,45,27,-53
55:16.4,45,49,-60
55:16.4,45,29,-59
55:16.4,45,46,-49
55:16.4,45,23,-50
55:16.4,45,45,-52
55:16.4,45,48,-61
55:16.4,45,26,-53
55:16.4,45,25,-57
55:16.6,45,30,-55
55:16.6,45,39,-69
55:16.6,45,38,-69
55:16.6,45,35,-62
55:16.6,45,36,-70
55:16.6,45,58,-65
55:16.6,45,41,-51
55:16.6,45,22,-64
55:16.6,45,21,-53
55:16.6,45,40,-68
55:16.6,45,28,-55
55:16.6,45,49,-62
55:16.6,45,29,-57
55:16.6,45,24,-54
55:16.6,45,46,-50
55:16.6,45,23,-49
55:16.6,45,45,-51
55:16.6,45,26,-53
55:16.6,45,25,-56
55:16.6,45,47,-47
55:16.8,45,31,-61
55:16.8,45,53,-67
55:16.8,45,52,-62
55:16.8,45,32,-57
55:16.8,45,51,-67
55:16.8,45,39,-72
55:16.8,45,35,-63
55:16.8,45,57,-68
55:16.8,45,56,-67
55:16.8,45,37,-67
55:16.8,45,36,-71
55:16.8,45,58,-66
55:16.8,45,42,-62
55:16.8,45,41,-51
55:16.8,45,21,-53
55:16.8,45,60,-71
55:16.8,45,40,-68
55:16.8,45,27,-53
55:16.8,45,49,-61
55:16.8,45,29,-57
55:16.8,45,46,-49
55:16.8,45,45,-51
55:16.8,45,48,-62
55:16.8,45,25,-58
55:16.8,45,47,-47
55:17.1,45,53,-68
55:17.1,45,52,-62
55:17.1,45,55,-71
55:17.1,45,39,-74
55:17.1,45,57,-67
55:17.1,45,34,-65
55:17.1,45,56,-66
55:17.1,45,59,-73
55:17.1,45,42,-61
55:17.1,45,41,-51
55:17.1,45,21,-53
55:17.1,45,60,-69
55:17.1,45,27,-54
55:17.1,45,49,-64
55:17.1,45,29,-57
55:17.1,45,46,-49
55:17.1,45,48,-58
55:17.1,45,26,-51
55:17.1,45,47,-49
55:17.3,45,31,-60
55:17.3,45,52,-62
55:17.3,45,33,-66
55:17.3,45,54,-68
55:17.3,45,57,-66
55:17.3,45,34,-66
55:17.3,45,56,-65
55:17.3,45,58,-65
55:17.3,45,41,-51
55:17.3,45,21,-53
55:17.3,45,60,-67
55:17.3,45,40,-67
55:17.3,45,24,-54
55:17.3,45,46,-50
55:17.3,45,45,-52
55:17.3,45,48,-61
55:17.3,45,26,-52
55:17.3,45,25,-55
55:17.3,45,47,-47
55:17.5,45,31,-60
55:17.5,45,30,-56
55:17.5,45,55,-69
55:17.5,45,32,-56
55:17.5,45,56,-69
55:17.5,45,37,-69
55:17.5,45,36,-69
55:17.5,45,58,-67
55:17.5,45,42,-68
55:17.5,45,41,-51
55:17.5,45,44,-68
