TIME,Base,Minor,Rssi
29:06.6,52,31,-47
29:06.6,52,50,-67
29:06.6,52,39,-64
29:06.6,52,38,-71
29:06.6,52,35,-54
29:06.6,52,57,-62
29:06.6,52,56,-61
29:06.6,52,59,-62
29:06.6,52,37,-57
29:06.6,52,58,-61
29:06.6,52,36,-56
29:06.6,52,42,-62
29:06.6,52,44,-69
29:06.6,52,43,-60
29:06.6,52,28,-57
29:06.6,52,27,-52
29:06.6,52,49,-68
29:06.6,52,29,-53
29:06.6,52,46,-53
29:06.6,52,24,-68
29:06.6,52,23,-66
29:06.6,52,45,-60
29:06.6,52,48,-68
29:06.6,52,47,-50
29:06.6,52,25,-71
29:06.8,52,52,-56
29:06.8,52,55,-59
29:06.8,52,33,-57
29:06.8,52,54,-53
29:06.8,52,51,-53
29:06.8,52,39,-67
29:06.8,52,38,-78
29:06.8,52,35,-54
29:06.8,52,57,-58
29:06.8,52,34,-69
29:06.8,52,56,-57
29:06.8,52,59,-60
29:06.8,52,37,-56
29:06.8,52,58,-59
29:06.8,52,36,-58
29:06.8,52,44,-64
29:06.8,52,22,-67
29:06.8,52,21,-70
29:06.8,52,60,-68
29:06.8,52,27,-52
29:06.8,52,49,-67
29:06.8,52,29,-58
29:06.8,52,46,-52
29:06.8,52,23,-65
29:06.8,52,45,-60
29:06.8,52,47,-51
29:06.8,52,25,-85
29:07.0,52,31,-50
29:07.0,52,30,-52
29:07.0,52,55,-61
29:07.0,52,33,-55
29:07.0,52,54,-54
29:07.0,52,51,-50
29:07.0,52,39,-63
29:07.0,52,35,-54
29:07.0,52,34,-64
29:07.0,52,58,-59
29:07.0,52,36,-59
29:07.0,52,44,-63
29:07.0,52,60,-67
29:07.0,52,40,-65
29:07.0,52,27,-52
29:07.0,52,49,-64
29:07.0,52,29,-57
29:07.0,52,24,-70
29:07.0,52,45,-61
29:07.0,52,48,-69
29:07.0,52,25,-69
29:07.2,52,53,-62
29:07.2,52,31,-50
29:07.2,52,30,-52
29:07.2,52,52,-64
29:07.2,52,51,-50
29:07.2,52,50,-66
29:07.2,52,39,-64
29:07.2,52,38,-82
29:07.2,52,35,-55
29:07.2,52,57,-66
29:07.2,52,34,-61
29:07.2,52,59,-59
29:07.2,52,58,-60
29:07.2,52,36,-56
29:07.2,52,44,-62
29:07.2,52,22,-67
29:07.2,52,43,-56
29:07.2,52,21,-73
29:07.2,52,40,-67
29:07.2,52,28,-57
29:07.2,52,49,-68
29:07.2,52,29,-56
29:07.2,52,46,-52
29:07.2,52,24,-72
29:07.2,52,47,-50
29:07.4,52,53,-61
29:07.4,52,31,-50
29:07.4,52,30,-53
29:07.4,52,55,-60
29:07.4,52,33,-56
29:07.4,52,32,-62
29:07.4,52,54,-51
29:07.4,52,51,-48
